Date,Open,High,Low,Close,Adj Close,Volume
2018-01-08,174.350006,175.610001,173.929993,174.350006,174.350006,20567800
2018-01-09,174.550003,175.059998,173.410004,174.330002,174.330002,21584000
2018-01-10,173.160004,174.300003,173.000000,174.289993,174.289993,23959900
2018-01-11,174.589996,175.490005,174.490005,175.279999,175.279999,18667700
2018-01-12,176.179993,177.360001,175.649994,177.089996,177.089996,25418100
2018-01-16,177.899994,179.389999,176.139999,176.190002,176.190002,29565900
2018-01-17,176.149994,179.250000,175.070007,179.100006,179.100006,34386800
2018-01-18,179.369995,180.100006,178.250000,179.259995,179.259995,31193400
2018-01-19,178.610001,179.580002,177.410004,178.460007,178.460007,32425100
2018-01-22,177.300003,177.779999,176.600006,177.000000,177.000000,27108600
2018-01-23,177.300003,179.440002,176.820007,177.039993,177.039993,32689100
2018-01-24,177.250000,177.300003,173.199997,174.220001,174.220001,51105100
2018-01-25,174.509995,174.949997,170.529999,171.110001,171.110001,41529000
2018-01-26,172.000000,172.000000,170.059998,171.509995,171.509995,39143000
2018-01-29,170.160004,170.160004,167.070007,167.960007,167.960007,50640400
2018-01-30,165.529999,167.369995,164.699997,166.970001,166.970001,46048200
2018-01-31,166.869995,168.440002,166.500000,167.429993,167.429993,32478900
2018-02-01,167.169998,168.619995,166.759995,167.779999,167.779999,47230800
2018-02-02,166.000000,166.800003,160.100006,160.500000,160.500000,86593800
2018-02-05,159.100006,163.880005,156.000000,156.490005,156.490005,72738500
2018-02-06,154.830002,163.720001,154.000000,163.029999,163.029999,68056200
